BinID,Enrichment,product,gene,Classification,Confidence,Tax_Level,Quality,EC_number,General_Pathway
Laura1metabat.17,Laura1,Enoyl-CoA-hydratase,dpgD_2,Paracoccus alcaliphilus,0.8,species,High,4.2.1.17,Benzoate degradation
Laura1metabat.17,Laura1,Enoyl-CoA-hydratase,dpgD_2,Paracoccus alcaliphilus,0.8,species,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_1,Paracoccus alcaliphilus,0.8,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_1,Paracoccus alcaliphilus,0.8,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.17,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Paracoccus alcaliphilus,0.8,species,High,1.2.4.2,Citrate cycle (TCA cycle)
Laura1metabat.17,Laura1,Dihydrolipoyl dehydrogenase 3,lpd3,Paracoccus alcaliphilus,0.8,species,High,1.8.1.4,Citrate cycle (TCA cycle)
Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_2,Paracoccus alcaliphilus,0.8,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_2,Paracoccus alcaliphilus,0.8,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_3,Paracoccus alcaliphilus,0.8,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_3,Paracoccus alcaliphilus,0.8,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.17,Laura1,3-hydroxybenzoate 6-hydroxylase 1,xlnD,Paracoccus alcaliphilus,0.8,species,High,1.14.13.24,Benzoate degradation
Laura1metabat.17,Laura1,Acetyl-CoA acetyltransferase,phaA,Paracoccus alcaliphilus,0.8,species,High,2.3.1.9,Benzoate degradation
Laura1metabat.17,Laura1,Beta-ketothiolase BktB,bktB,Paracoccus alcaliphilus,0.8,species,High,2.3.1.16,Benzoate degradation
Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_4,Paracoccus alcaliphilus,0.8,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_4,Paracoccus alcaliphilus,0.8,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.17,Laura1,putative acetyl-CoA acyltransferase,NA,Paracoccus alcaliphilus,0.8,species,High,2.3.1.9,Benzoate degradation
Laura1metabat.17,Laura1,Chloronitrobenzene nitroreductase,cnbA,Paracoccus alcaliphilus,0.8,species,High,1.7.1.16,Aminobenzoate degradation
Laura1metabat.17,Laura1,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB,Paracoccus alcaliphilus,0.8,species,High,5.5.1.2,Benzoate degradation
Laura1metabat.17,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Paracoccus alcaliphilus,0.8,species,High,1.13.11.3,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.17,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Paracoccus alcaliphilus,0.8,species,High,1.13.11.3,Benzoate degradation
Laura1metabat.17,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Paracoccus alcaliphilus,0.8,species,High,1.13.11.3,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.17,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Paracoccus alcaliphilus,0.8,species,High,1.13.11.3,Benzoate degradation
Laura1metabat.17,Laura1,3-oxoadipate enol-lactonase 2,catD,Paracoccus alcaliphilus,0.8,species,High,3.1.1.24,Benzoate degradation
Laura1metabat.18,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Parapedobacter,0.77,genus,High,1.2.4.2,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Parapedobacter,0.77,genus,High,2.3.1.61,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Enoyl-CoA-hydratase,dpgD,Parapedobacter,0.77,genus,High,4.2.1.17,Benzoate degradation
Laura1metabat.18,Laura1,Enoyl-CoA-hydratase,dpgD,Parapedobacter,0.77,genus,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.18,Laura1,Isocitrate dehydrogenase [NADP],icd_1,Parapedobacter,0.77,genus,High,1.1.1.42,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Pyruvate carboxylase,pycA,Parapedobacter,0.77,genus,High,6.4.1.1,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Fumarate reductase flavoprotein subunit,frdA,Parapedobacter,0.77,genus,High,1.3.5.4,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Fumarate reductase iron-sulfur subunit,frdB,Parapedobacter,0.77,genus,High,1.3.5.1,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Fumarate hydratase class II,fumC,Parapedobacter,0.77,genus,High,4.2.1.2,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Malate dehydrogenase,mdh,Parapedobacter,0.77,genus,High,1.1.1.37,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Malate:quinone oxidoreductase,mqo,Parapedobacter,0.77,genus,High,1.1.5.4,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Parapedobacter,0.77,genus,High,2.3.1.12,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Parapedobacter,0.77,genus,High,4.1.1.49,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Isocitrate dehydrogenase [NADP],icd_2,Parapedobacter,0.77,genus,High,1.1.1.42,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Parapedobacter,0.77,genus,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Dihydrolipoyl dehydrogenase,lpd,Parapedobacter,0.77,genus,High,1.8.1.4,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Dihydrolipoyl dehydrogenase,NA,Parapedobacter,0.77,genus,High,1.8.1.4,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,Acylphosphatase,acyP,Parapedobacter,0.77,genus,High,3.6.1.7,Aminobenzoate degradation
Laura1metabat.18,Laura1,Acetyl-CoA acetyltransferase,thlA,Parapedobacter,0.77,genus,High,2.3.1.9,Benzoate degradation
Laura1metabat.18,Laura1,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Parapedobacter,0.77,genus,High,1.1.1.35,Benzoate degradation
Laura1metabat.18,Laura1,3-ketoacyl-CoA thiolase,fadA,Parapedobacter,0.77,genus,High,2.3.1.16,Benzoate degradation
Laura1metabat.18,Laura1,"Catechol-2,3-dioxygenase",catE,Parapedobacter,0.77,genus,High,1.13.11.2,Benzoate degradation
Laura1metabat.18,Laura1,Aliphatic amidase,amiE,Parapedobacter,0.77,genus,High,3.5.1.4,Aminobenzoate degradation
Laura1metabat.18,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Parapedobacter,0.77,genus,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.18,Laura1,putative 3-hydroxybutyryl-CoA dehydrogenase,mmgB,Parapedobacter,0.77,genus,High,1.1.1.157,Benzoate degradation
Laura1metabat.18,Laura1,4-hydroxybenzoate decarboxylase subunit C,NA,Parapedobacter,0.77,genus,High,4.1.1.61,Aminobenzoate degradation
Laura1metabat.30,Laura1,Fumarate hydratase class II,fumC,Comamonadaceae,0.46,family,High,4.2.1.2,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,"Fumarate hydratase class I, aerobic",fumA,Comamonadaceae,0.46,family,High,4.2.1.2,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Maleylacetate reductase,tfdF_1,Comamonadaceae,0.46,family,High,1.3.1.32,Benzoate degradation
Laura1metabat.30,Laura1,Enoyl-CoA-hydratase,dpgD_1,Comamonadaceae,0.46,family,High,4.2.1.17,Benzoate degradation
Laura1metabat.30,Laura1,Enoyl-CoA-hydratase,dpgD_1,Comamonadaceae,0.46,family,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.30,Laura1,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_1,Comamonadaceae,0.46,family,High,1.14.12.7,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.30,Laura1,putative acetyl-CoA acyltransferase,NA,Comamonadaceae,0.46,family,High,2.3.1.9,Benzoate degradation
Laura1metabat.30,Laura1,Chloronitrobenzene nitroreductase,cnbA_1,Comamonadaceae,0.46,family,High,1.7.1.16,Aminobenzoate degradation
Laura1metabat.30,Laura1,Amidase,NA,Comamonadaceae,0.46,family,High,3.5.1.4,Aminobenzoate degradation
Laura1metabat.30,Laura1,"Phthalate 4,5-dioxygenase oxygenase reductase subunit",pht2,Comamonadaceae,0.46,family,High,1.14.12.7,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.30,Laura1,Pyruvate dehydrogenase E1 component,aceE_1,Comamonadaceae,0.46,family,High,1.2.4.1,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Fumarate reductase flavoprotein subunit,ifcA_1,Comamonadaceae,0.46,family,High,1.3.5.4,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Enoyl-CoA-hydratase,dpgD_2,Comamonadaceae,0.46,family,High,4.2.1.17,Benzoate degradation
Laura1metabat.30,Laura1,Enoyl-CoA-hydratase,dpgD_2,Comamonadaceae,0.46,family,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.30,Laura1,Maleylacetate reductase,tfdF_2,Comamonadaceae,0.46,family,High,1.3.1.32,Benzoate degradation
Laura1metabat.30,Laura1,"Protocatechuate 4,5-dioxygenase beta chain",ligB_1,Comamonadaceae,0.46,family,High,1.13.11.8,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.30,Laura1,"Protocatechuate 4,5-dioxygenase beta chain",ligB_1,Comamonadaceae,0.46,family,High,1.13.11.8,Benzoate degradation
Laura1metabat.30,Laura1,"Protocatechuate 4,5-dioxygenase beta chain",ligB_1,Comamonadaceae,0.46,family,High,1.13.11.8,Aminobenzoate degradation
Laura1metabat.30,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Comamonadaceae,0.46,family,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Comamonadaceae,0.46,family,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Dihydrolipoyl dehydrogenase,lpd_1,Comamonadaceae,0.46,family,High,1.8.1.4,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Comamonadaceae,0.46,family,High,2.3.1.61,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Comamonadaceae,0.46,family,High,1.2.4.2,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Dihydrolipoyl dehydrogenase,lpdA,Comamonadaceae,0.46,family,High,1.8.1.4,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Phosphoenolpyruvate carboxykinase [GTP],pckG,Comamonadaceae,0.46,family,High,4.1.1.32,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,2-keto-4-pentenoate hydratase,mhpD,Comamonadaceae,0.46,family,High,4.2.1.80,Benzoate degradation
Laura1metabat.30,Laura1,4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase,ligC,Comamonadaceae,0.46,family,High,1.1.1.312,Benzoate degradation
Laura1metabat.30,Laura1,4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase,ligC,Comamonadaceae,0.46,family,High,1.1.1.312,Aminobenzoate degradation
Laura1metabat.30,Laura1,"Protocatechuate 4,5-dioxygenase beta chain",ligB_2,Comamonadaceae,0.46,family,High,1.13.11.8,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.30,Laura1,"Protocatechuate 4,5-dioxygenase beta chain",ligB_2,Comamonadaceae,0.46,family,High,1.13.11.8,Benzoate degradation
Laura1metabat.30,Laura1,"Protocatechuate 4,5-dioxygenase beta chain",ligB_2,Comamonadaceae,0.46,family,High,1.13.11.8,Aminobenzoate degradation
Laura1metabat.30,Laura1,"Protocatechuate 4,5-dioxygenase alpha chain",ligA_1,Comamonadaceae,0.46,family,High,1.13.11.8,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.30,Laura1,"Protocatechuate 4,5-dioxygenase alpha chain",ligA_1,Comamonadaceae,0.46,family,High,1.13.11.8,Benzoate degradation
Laura1metabat.30,Laura1,"Protocatechuate 4,5-dioxygenase alpha chain",ligA_1,Comamonadaceae,0.46,family,High,1.13.11.8,Aminobenzoate degradation
Laura1metabat.30,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_1,Comamonadaceae,0.46,family,High,3.1.1.57,Benzoate degradation
Laura1metabat.30,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_1,Comamonadaceae,0.46,family,High,3.1.1.57,Aminobenzoate degradation
Laura1metabat.30,Laura1,3-oxoadipate enol-lactonase 2,catD_1,Comamonadaceae,0.46,family,High,3.1.1.24,Benzoate degradation
Laura1metabat.30,Laura1,3-ketoacyl-CoA thiolase,fadA_2,Comamonadaceae,0.46,family,High,2.3.1.16,Benzoate degradation
Laura1metabat.30,Laura1,putative enoyl-CoA hydratase 1,NA,Comamonadaceae,0.46,family,High,4.2.1.17,Benzoate degradation
Laura1metabat.30,Laura1,putative enoyl-CoA hydratase 1,NA,Comamonadaceae,0.46,family,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.30,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF,Comamonadaceae,0.46,family,High,2.3.1.174,Benzoate degradation
Laura1metabat.30,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Comamonadaceae,0.46,family,High,4.2.1.17,Benzoate degradation
Laura1metabat.30,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Comamonadaceae,0.46,family,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.30,Laura1,Enoyl-CoA-hydratase,dpgD_3,Comamonadaceae,0.46,family,High,4.2.1.17,Benzoate degradation
Laura1metabat.30,Laura1,Enoyl-CoA-hydratase,dpgD_3,Comamonadaceae,0.46,family,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.30,Laura1,Acetyl-CoA acetyltransferase,thlA,Comamonadaceae,0.46,family,High,2.3.1.9,Benzoate degradation
Laura1metabat.30,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 1",tphA2I,Comamonadaceae,0.46,family,High,1.14.12.15,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.30,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 1",tphA3I,Comamonadaceae,0.46,family,High,1.14.12.15,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.30,Laura1,"1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase",tphBI,Comamonadaceae,0.46,family,High,1.3.1.53,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.30,Laura1,"Terephthalate 1,2-dioxygenase, reductase component 2",tphA1II,Comamonadaceae,0.46,family,High,1.14.12.15,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.30,Laura1,3-ketoacyl-CoA thiolase,fadA_3,Comamonadaceae,0.46,family,High,2.3.1.16,Benzoate degradation
Laura1metabat.30,Laura1,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Comamonadaceae,0.46,family,High,1.1.1.35,Benzoate degradation
Laura1metabat.30,Laura1,putative enoyl-CoA hydratase echA12,NA,Comamonadaceae,0.46,family,High,4.2.1.17,Benzoate degradation
Laura1metabat.30,Laura1,putative enoyl-CoA hydratase echA12,NA,Comamonadaceae,0.46,family,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.30,Laura1,(S)-mandelate dehydrogenase,mdlB,Comamonadaceae,0.46,family,High,1.1.99.31,Aminobenzoate degradation
Laura1metabat.30,Laura1,Enoyl-CoA-hydratase,dpgD_4,Comamonadaceae,0.46,family,High,4.2.1.17,Benzoate degradation
Laura1metabat.30,Laura1,Enoyl-CoA-hydratase,dpgD_4,Comamonadaceae,0.46,family,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.30,Laura1,Benzoate--CoA ligase,bclA_1,Comamonadaceae,0.46,family,High,6.2.1.25,Benzoate degradation
Laura1metabat.30,Laura1,Benzoate--CoA ligase,bclA_1,Comamonadaceae,0.46,family,High,6.2.1.25,Aminobenzoate degradation
Laura1metabat.30,Laura1,3-ketoacyl-CoA thiolase,fadA_4,Comamonadaceae,0.46,family,High,2.3.1.16,Benzoate degradation
Laura1metabat.30,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Comamonadaceae,0.46,family,High,4.2.1.17,Benzoate degradation
Laura1metabat.30,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Comamonadaceae,0.46,family,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.30,Laura1,Chloronitrobenzene nitroreductase,cnbA_2,Comamonadaceae,0.46,family,High,1.7.1.16,Aminobenzoate degradation
Laura1metabat.30,Laura1,Acetate CoA-transferase YdiF,ydiF_1,Comamonadaceae,0.46,family,High,2.8.3.8,Aminobenzoate degradation
Laura1metabat.30,Laura1,3-ketoacyl-CoA thiolase,fadA_5,Comamonadaceae,0.46,family,High,2.3.1.16,Benzoate degradation
Laura1metabat.30,Laura1,"2-hydroxy-1,4-benzoquinone reductase",NA,Comamonadaceae,0.46,family,High,1.6.5.7,Aminobenzoate degradation
Laura1metabat.30,Laura1,3-hydroxybenzoate 6-hydroxylase 1,xlnD,Comamonadaceae,0.46,family,High,1.14.13.24,Benzoate degradation
Laura1metabat.30,Laura1,Aconitate hydratase B,acnB,Comamonadaceae,0.46,family,High,4.2.1.3,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Malate dehydrogenase,mdh_2,Comamonadaceae,0.46,family,High,1.1.1.37,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Comamonadaceae,0.46,family,High,1.3.5.1,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB_1,Comamonadaceae,0.46,family,High,1.3.5.1,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_1,Comamonadaceae,0.46,family,High,4.2.1.17,Benzoate degradation
Laura1metabat.30,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_1,Comamonadaceae,0.46,family,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.30,Laura1,Isocitrate dehydrogenase [NADP],icd,Comamonadaceae,0.46,family,High,1.1.1.42,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Fumarate reductase flavoprotein subunit,ifcA_2,Comamonadaceae,0.46,family,High,1.3.5.4,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,Fumarate reductase flavoprotein subunit,ifcA_3,Comamonadaceae,0.46,family,High,1.3.5.4,Citrate cycle (TCA cycle)
Laura1metabat.30,Laura1,putative enoyl-CoA hydratase echA8,echA8_3,Comamonadaceae,0.46,family,High,4.2.1.17,Benzoate degradation
Laura1metabat.30,Laura1,putative enoyl-CoA hydratase echA8,echA8_3,Comamonadaceae,0.46,family,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.30,Laura1,Beta-ketothiolase BktB,bktB_1,Comamonadaceae,0.46,family,High,2.3.1.16,Benzoate degradation
Laura1metabat.30,Laura1,Dihydrolipoyl dehydrogenase,lpdV,Comamonadaceae,0.46,family,High,1.8.1.4,Citrate cycle (TCA cycle)
